,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,SOC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG,geometry
10461,44163306,5,3.0,5.0,92.0,4.42,3.49,30.7,0.0,1.3,18.5,30.4,1.0,,2933,52.85,11.41,POINT (11.41 52.85)
10462,44163288,31,3.0,7.0,90.0,4.24,3.54,29.4,0.0,1.4,32.8,33.1,5.6,,2945,52.69,11.41,POINT (11.41 52.69)
10463,44163248,8,5.0,11.0,83.0,6.1,5.76,6.3,0.0,0.7,65.5,174.6,4.4,,1133,52.33,11.39,POINT (11.39 52.33)
10464,44163238,10,13.0,72.0,15.0,7.11,6.62,12.5,4.0,1.3,56.2,144.8,12.7,,2926,52.24,11.39,POINT (11.39 52.24)
10465,44163234,4,12.0,83.0,4.0,7.72,7.23,11.5,95.0,1.3,10.2,170.8,10.8,,1125,52.21,11.39,POINT (11.39 52.21)
10466,44163212,7,21.0,71.0,8.0,7.61,6.83,23.0,2.0,2.0,20.3,157.0,21.6,,1138,52.01,11.38,POINT (11.38 52.01)
10467,44163194,3,24.0,74.0,2.0,6.12,5.51,17.6,0.0,1.6,24.9,231.9,14.8,,2354,51.85,11.38,POINT (11.38 51.85)
10468,44163162,3,13.0,83.0,4.0,4.71,3.91,8.3,0.0,0.9,0.0,74.3,5.8,,2357,51.56,11.37,POINT (11.37 51.56)
10469,44163086,19,48.0,32.0,20.0,4.44,4.01,21.8,0.0,1.8,0.0,400.8,18.6,,1249,50.88,11.35,POINT (11.35 50.88)
10470,44162928,13,41.0,29.0,30.0,5.73,5.58,44.0,2.0,4.2,17.5,133.2,26.1,,1807,49.46,11.31,POINT (11.31 49.46)
10471,44162896,3,32.0,27.0,41.0,7.21,6.54,22.0,2.0,2.1,64.5,583.4,22.2,,2331,49.17,11.3,POINT (11.3 49.17)
10472,44162802,9,18.0,37.0,45.0,6.75,6.29,13.1,0.0,1.6,94.6,262.2,12.0,,2051,48.32,11.28,POINT (11.28 48.32)
10473,44162798,0,18.0,28.0,53.0,6.02,5.14,47.3,1.0,4.1,40.0,102.3,21.6,,2121,48.29,11.28,POINT (11.28 48.29)
10482,44143298,1,5.0,12.0,83.0,4.03,3.39,124.7,0.0,7.7,74.0,388.0,11.1,,2936,52.78,11.38,POINT (11.38 52.78)
10483,44143154,1,30.0,62.0,8.0,7.25,7.04,38.6,35.0,3.0,20.6,163.6,25.2,,2361,51.49,11.34,POINT (11.34 51.49)
10484,44143064,10,12.0,35.0,53.0,5.7,5.04,12.4,0.0,1.2,15.2,27.2,6.5,,1253,50.68,11.32,POINT (11.32 50.68)
10485,44143010,9,19.0,70.0,11.0,6.13,5.72,13.5,1.0,1.4,41.2,201.0,12.6,,1599,50.19,11.3,POINT (11.3 50.19)
10492,44123312,3,5.0,10.0,85.0,6.73,6.29,16.2,0.0,1.5,49.7,105.2,9.4,,40032,52.91,11.35,POINT (11.35 52.91)
10493,44123276,7,5.0,46.0,49.0,5.74,5.11,7.0,0.0,0.9,41.5,292.4,4.4,,2951,52.59,11.34,POINT (11.34 52.59)
10494,44123186,18,19.0,71.0,10.0,7.71,7.23,17.8,9.0,1.9,24.3,331.2,20.0,,2392,51.78,11.32,POINT (11.32 51.78)
10495,44123180,8,16.0,72.0,12.0,5.56,5.27,12.6,1.0,1.4,65.6,16.0,8.6,,2329,51.72,11.32,POINT (11.32 51.72)
10496,44123126,1,14.0,57.0,29.0,4.02,3.41,7.5,0.0,0.6,0.0,47.8,5.1,,2320,51.24,11.3,POINT (11.3 51.24)
10497,44123072,17,10.0,12.0,78.0,5.76,5.54,16.3,0.0,1.8,24.9,68.7,9.6,,1254,50.75,11.29,POINT (11.29 50.75)
10498,44122952,2,30.0,58.0,12.0,6.44,6.07,20.9,2.0,2.1,13.4,82.7,17.9,,2105,49.67,11.26,POINT (11.26 49.67)
10499,44122844,12,11.0,14.0,74.0,7.33,7.02,29.1,17.0,2.3,0.0,264.5,17.1,,2074,48.7,11.24,POINT (11.24 48.7)
10500,44122834,1,7.0,10.0,82.0,5.97,5.52,73.8,1.0,5.8,23.7,373.3,29.0,,2073,48.61,11.23,POINT (11.23 48.61)
10501,44122736,34,20.0,49.0,31.0,6.84,6.45,37.3,2.0,3.4,20.0,193.5,27.9,,2177,47.73,11.21,POINT (11.21 47.73)
10511,44103280,6,4.0,40.0,57.0,3.7,3.2,33.8,0.0,1.7,15.0,41.4,6.8,,2943,52.62,11.31,POINT (11.31 52.62)
10512,44103214,3,24.0,71.0,6.0,7.69,7.31,19.7,44.0,1.9,49.3,351.4,23.3,,1129,52.03,11.3,POINT (11.3 52.03)
10513,44103118,5,28.0,40.0,32.0,7.64,7.21,21.1,7.0,1.9,28.5,587.7,23.3,,1242,51.17,11.27,POINT (11.27 51.17)
10514,44102884,11,36.0,56.0,8.0,7.15,6.73,18.7,2.0,2.0,83.7,614.5,21.1,,2061,49.06,11.22,POINT (11.22 49.06)
10515,44102722,21,62.0,38.0,1.0,6.69,6.48,113.5,20.0,9.8,11.3,192.6,63.8,,2176,47.61,11.18,POINT (11.18 47.61)
10523,44083378,3,5.0,14.0,82.0,6.21,5.79,11.3,0.0,1.1,57.6,132.2,4.8,,1453,53.5,11.31,POINT (11.31 53.5)
10524,44083356,3,3.0,1.0,96.0,5.74,5.03,17.6,0.0,1.2,70.5,49.9,2.5,,1448,53.31,11.31,POINT (11.31 53.31)
10525,44083306,3,3.0,8.0,89.0,6.62,5.94,7.8,0.0,0.9,35.6,64.2,2.4,,2934,52.86,11.29,POINT (11.29 52.86)
10526,44083302,5,4.0,13.0,82.0,5.09,4.55,15.8,0.0,1.6,63.6,247.9,3.9,,2935,52.82,11.29,POINT (11.29 52.82)
10527,44083194,4,23.0,67.0,11.0,6.79,6.39,14.0,0.0,1.5,71.1,252.5,15.2,,2384,51.85,11.26,POINT (11.26 51.85)
10528,44083162,14,19.0,71.0,9.0,5.94,5.49,11.0,0.0,1.5,22.7,114.4,11.2,,2345,51.56,11.25,POINT (11.25 51.56)
10529,44083144,5,29.0,57.0,14.0,4.47,4.1,28.8,1.0,1.8,28.4,444.3,15.5,,2347,51.4,11.25,POINT (11.25 51.4)
10530,44083126,8,41.0,39.0,21.0,7.54,7.17,32.9,297.0,2.3,29.4,539.9,23.8,,2903,51.24,11.25,POINT (11.25 51.24)
10531,44083086,9,13.0,40.0,47.0,4.31,3.6,18.3,1.0,1.5,0.0,80.7,7.6,,1246,50.88,11.24,POINT (11.24 50.88)
10539,44063400,5,10.0,33.0,57.0,6.9,6.68,11.4,1.0,1.2,41.5,93.8,10.1,,3112,53.7,11.29,POINT (11.29 53.7)
10540,44063260,4,4.0,6.0,90.0,5.99,5.15,29.3,0.0,2.1,26.9,68.8,7.2,,2923,52.44,11.25,POINT (11.25 52.44)
10541,44063224,14,21.0,73.0,7.0,7.54,7.09,19.6,13.0,2.0,21.6,247.3,22.0,,1136,52.12,11.24,POINT (11.24 52.12)
10542,44063202,14,23.0,66.0,11.0,7.81,7.31,17.7,134.0,1.8,13.4,410.9,17.9,,2344,51.92,11.24,POINT (11.24 51.92)
10543,44062986,19,37.0,51.0,11.0,7.6,7.01,18.9,7.0,1.9,19.0,271.3,23.1,,1738,49.98,11.19,POINT (11.19 49.98)
10544,44062864,23,39.0,35.0,26.0,7.69,7.28,32.8,66.0,3.0,77.0,467.0,27.9,,2065,48.88,11.16,POINT (11.16 48.88)
10545,44062810,8,21.0,31.0,48.0,7.05,6.58,18.9,2.0,2.0,59.0,226.6,15.1,,1998,48.4,11.15,POINT (11.15 48.4)
10554,44043402,5,5.0,12.0,83.0,4.37,4.09,18.2,0.0,1.9,47.0,74.5,5.6,,3040,53.72,11.26,POINT (11.26 53.72)
10555,44043276,2,5.0,24.0,70.0,3.52,2.99,57.5,0.0,2.1,12.4,36.5,6.3,,2952,52.59,11.22,POINT (11.22 52.59)
10556,44043154,18,17.0,63.0,20.0,4.21,3.63,24.9,0.0,1.3,11.3,95.4,8.9,,2729,51.49,11.2,POINT (11.2 51.49)
10557,44043118,8,30.0,50.0,20.0,7.55,7.46,24.1,102.0,2.0,45.2,544.7,13.3,,1241,51.17,11.19,POINT (11.19 51.17)
10558,44043010,5,14.0,41.0,45.0,6.86,6.44,15.4,1.0,1.5,35.5,116.4,12.1,,2101,50.2,11.16,POINT (11.16 50.2)
10559,44042998,33,41.0,49.0,9.0,7.39,7.01,38.7,13.0,3.7,58.9,943.0,37.3,,1721,50.09,11.16,POINT (11.16 50.09)
10560,44042974,12,40.0,45.0,15.0,7.78,7.29,36.6,211.0,3.2,71.6,747.8,32.0,,1741,49.87,11.15,POINT (11.15 49.87)
10561,44042956,8,33.0,30.0,38.0,7.95,7.18,15.3,14.0,1.8,34.0,295.9,17.6,,1742,49.71,11.15,POINT (11.15 49.71)
10562,44042938,6,4.0,9.0,86.0,5.63,5.03,7.8,1.0,0.7,45.7,82.7,5.1,,1765,49.55,11.15,POINT (11.15 49.55)
10563,44042890,17,25.0,58.0,17.0,7.01,6.26,13.6,0.0,1.4,28.1,183.2,12.5,,2059,49.12,11.14,POINT (11.14 49.12)
10564,44042830,9,33.0,34.0,33.0,6.63,6.04,44.3,2.0,5.1,17.8,110.9,32.6,,1981,48.58,11.12,POINT (11.12 48.58)
10565,44042800,9,21.0,51.0,28.0,7.48,7.11,24.4,56.0,2.1,16.0,108.7,19.5,,2123,48.31,11.12,POINT (11.12 48.31)
10566,44042740,16,45.0,43.0,12.0,6.8,6.56,123.8,38.0,8.6,17.4,156.6,64.7,,2441,47.77,11.11,POINT (11.11 47.77)
10575,44023416,3,16.0,52.0,32.0,6.83,6.43,13.1,0.0,1.5,39.2,194.4,10.4,,3114,53.85,11.23,POINT (11.23 53.85)
10576,44023336,4,5.0,10.0,84.0,6.5,6.12,10.6,0.0,0.9,0.0,47.7,4.9,,40038,53.13,11.21,POINT (11.21 53.13)
10577,44023318,2,8.0,23.0,69.0,6.11,5.49,17.6,0.0,1.6,30.3,153.1,9.3,,40034,52.96,11.21,POINT (11.21 52.96)
10578,44023246,26,7.0,21.0,72.0,4.24,3.86,25.3,1.0,1.8,24.6,61.7,5.8,,1135,52.32,11.19,POINT (11.19 52.32)
10579,44023164,19,23.0,52.0,25.0,4.54,3.8,10.8,0.0,1.0,0.0,42.1,7.9,,2346,51.58,11.17,POINT (11.17 51.58)
10580,44023092,21,52.0,46.0,1.0,6.43,6.02,41.5,6.0,3.0,0.0,302.1,28.1,,1247,50.93,11.15,POINT (11.15 50.93)
10581,44023074,16,18.0,63.0,20.0,7.89,7.39,12.2,715.0,1.3,0.0,196.4,11.6,,1355,50.77,11.15,POINT (11.15 50.77)
10582,44022858,11,23.0,61.0,16.0,6.54,6.15,12.6,0.0,1.4,53.2,147.2,13.9,,2075,48.83,11.1,POINT (11.1 48.83)
10590,44003286,24,6.0,47.0,46.0,5.47,5.09,9.3,1.0,1.0,37.0,78.2,3.3,,2937,52.68,11.17,POINT (11.17 52.68)
10591,44003178,6,16.0,73.0,11.0,4.15,3.52,23.3,0.0,1.2,0.0,24.5,7.2,,2750,51.71,11.14,POINT (11.14 51.71)
10597,43983400,3,8.0,56.0,37.0,5.07,4.54,10.1,0.0,1.1,56.6,125.1,4.2,,2178,53.7,11.17,POINT (11.17 53.7)
10598,43983378,4,11.0,27.0,62.0,6.42,5.42,11.1,0.0,1.1,27.7,89.7,4.6,,1454,53.5,11.16,POINT (11.16 53.5)
10599,43983342,4,9.0,12.0,79.0,5.75,5.17,15.2,0.0,1.6,52.7,195.1,6.9,,1438,53.18,11.15,POINT (11.15 53.18)
10600,43983320,7,16.0,30.0,54.0,6.34,5.64,35.5,1.0,2.9,107.9,49.1,27.6,,40035,52.98,11.15,POINT (11.15 52.98)
10601,43983288,6,9.0,51.0,40.0,3.68,3.05,86.8,0.0,3.0,13.8,53.3,9.3,,2942,52.7,11.14,POINT (11.14 52.7)
10602,43983248,11,21.0,27.0,52.0,7.71,7.01,13.3,3.0,1.7,44.7,290.2,14.0,,1134,52.34,11.13,POINT (11.13 52.34)
10603,43983212,4,17.0,73.0,9.0,7.51,7.04,18.3,12.0,1.8,24.7,295.3,17.5,,1127,52.01,11.12,POINT (11.12 52.01)
10604,43983162,24,21.0,59.0,20.0,5.08,4.35,13.8,1.0,1.7,11.7,67.2,11.2,,2731,51.56,11.11,POINT (11.11 51.56)
10605,43983158,6,21.0,67.0,12.0,3.85,3.17,55.2,0.0,2.9,12.0,68.6,13.5,,2730,51.53,11.11,POINT (11.11 51.53)
10606,43983014,18,47.0,46.0,7.0,7.49,7.18,32.0,23.0,3.1,64.1,609.8,29.9,,2290,50.23,11.08,POINT (11.08 50.23)
10607,43982888,6,38.0,48.0,14.0,6.4,5.94,26.3,0.0,2.7,37.4,257.7,21.5,,2060,49.1,11.05,POINT (11.05 49.1)
10608,43982852,10,29.0,54.0,17.0,7.33,6.95,27.2,27.0,1.9,95.4,543.3,22.1,,1994,48.78,11.05,POINT (11.05 48.78)
10609,43982798,12,22.0,50.0,28.0,6.67,5.95,14.2,0.0,1.6,64.4,235.0,16.2,,2124,48.29,11.04,POINT (11.04 48.29)
10610,43982780,16,27.0,53.0,20.0,6.79,6.39,32.2,2.0,3.2,50.6,57.4,22.3,,2125,48.13,11.03,POINT (11.03 48.13)
10611,43982748,2,23.0,41.0,36.0,6.35,5.99,40.1,0.0,4.1,47.8,151.0,20.3,,2158,47.84,11.03,POINT (11.03 47.84)
10625,43943432,4,15.0,33.0,52.0,7.74,7.29,36.0,75.0,3.0,90.7,367.2,22.8,,40001,53.99,11.11,POINT (11.11 53.99)
10626,43943420,5,6.0,38.0,57.0,6.78,6.21,10.6,0.0,1.2,33.7,107.1,10.1,,1450,53.88,11.11,POINT (11.11 53.88)
10627,43943410,10,16.0,40.0,44.0,7.19,6.3,10.4,1.0,1.2,59.3,120.7,11.0,,3113,53.79,11.11,POINT (11.11 53.79)
10628,43943276,9,4.0,28.0,68.0,6.36,5.91,9.8,1.0,1.0,45.3,107.1,4.8,,2954,52.59,11.08,POINT (11.08 52.59)
10629,43943258,11,28.0,27.0,45.0,5.98,5.66,106.2,1.0,9.0,32.3,83.9,47.5,,2957,52.43,11.07,POINT (11.07 52.43)
10630,43943180,17,14.0,48.0,38.0,6.52,5.69,54.0,14.0,2.4,17.0,39.3,13.6,,2749,51.73,11.06,POINT (11.06 51.73)
10631,43943086,3,29.0,61.0,9.0,7.47,7.07,26.1,19.0,2.7,19.2,348.2,25.7,,2280,50.88,11.04,POINT (11.04 50.88)
10632,43942996,47,59.0,36.0,5.0,5.91,5.58,48.5,2.0,4.8,0.0,405.3,30.5,,2291,50.07,11.02,POINT (11.02 50.07)
10633,43942820,4,13.0,26.0,61.0,6.05,5.59,10.3,2.0,1.3,60.9,224.0,17.9,,1997,48.49,10.99,POINT (10.99 48.49)
10634,43942754,0,36.0,49.0,16.0,5.67,5.18,63.2,0.0,5.4,0.0,99.7,28.5,,2164,47.9,10.98,POINT (10.98 47.9)
10640,43923394,5,11.0,29.0,59.0,5.83,5.32,16.8,1.0,1.5,56.5,317.8,8.8,,1456,53.65,11.07,POINT (11.07 53.65)
10641,43923268,4,5.0,7.0,88.0,5.68,5.2,55.8,0.0,3.6,11.4,46.2,10.8,,2953,52.52,11.05,POINT (11.05 52.52)
10642,43923244,4,11.0,22.0,67.0,4.08,3.49,42.9,0.0,2.3,14.0,78.0,7.9,,1128,52.3,11.04,POINT (11.04 52.3)
10643,43923118,3,19.0,78.0,3.0,7.55,7.16,23.7,15.0,2.3,26.7,565.4,27.4,,2902,51.17,11.02,POINT (11.02 51.17)
10644,43922872,6,22.0,68.0,10.0,5.92,5.4,16.3,1.0,1.7,55.8,191.1,10.4,,2064,48.96,10.97,POINT (10.97 48.96)
10645,43922812,6,33.0,40.0,28.0,7.46,7.09,59.7,177.0,5.4,24.4,100.6,39.1,,2375,48.42,10.96,POINT (10.96 48.42)
10652,43903360,3,8.0,12.0,80.0,6.07,5.52,28.9,1.0,2.9,27.3,81.9,10.5,,1439,53.34,11.04,POINT (11.04 53.34)
10653,43903090,6,29.0,61.0,10.0,7.9,7.25,21.1,13.0,2.2,43.2,156.8,22.4,,2279,50.92,10.98,POINT (10.98 50.92)
10654,43903072,6,27.0,52.0,21.0,7.29,7.0,38.7,24.0,3.8,30.6,130.9,28.2,,2285,50.76,10.98,POINT (10.98 50.76)
10655,43902982,12,19.0,29.0,52.0,7.46,6.98,19.1,1.0,2.0,22.2,155.6,14.7,,1740,49.95,10.96,POINT (10.96 49.95)
10658,43883332,4,4.0,27.0,68.0,5.99,5.29,12.7,0.0,1.1,70.4,128.3,2.8,,40036,53.09,11.0,POINT (11 53.09)
10659,43883310,5,4.0,12.0,84.0,6.43,5.86,12.2,0.0,1.1,78.6,120.2,5.2,,2941,52.89,11.0,POINT (11 52.89)
10660,43883278,7,4.0,19.0,77.0,4.1,3.51,43.3,1.0,2.3,19.7,42.5,6.5,,2955,52.61,10.99,POINT (10.99 52.61)
10661,43883148,2,27.0,63.0,10.0,7.47,6.86,19.8,2.0,2.0,52.3,148.8,24.3,,2756,51.44,10.96,POINT (10.96 51.44)
10662,43883134,14,14.0,85.0,1.0,4.2,3.57,14.6,0.0,1.1,12.0,55.3,8.4,,2757,51.31,10.96,POINT (10.96 51.31)
10663,43882972,13,20.0,16.0,64.0,6.83,6.47,22.8,3.0,2.1,27.0,99.0,23.8,,1755,49.86,10.93,POINT (10.93 49.86)
10664,43882878,6,49.0,45.0,6.0,7.72,7.16,19.8,48.0,2.1,0.0,264.4,24.0,,2062,49.01,10.92,POINT (10.92 49.01)
10665,43882828,9,21.0,32.0,47.0,7.38,7.13,49.3,120.0,4.9,62.3,117.1,29.6,,1996,48.56,10.91,POINT (10.91 48.56)
10666,43882738,10,31.0,50.0,19.0,5.84,5.51,50.8,1.0,5.2,21.1,115.5,29.0,,2157,47.75,10.89,POINT (10.89 47.75)
10668,43863456,7,18.0,30.0,53.0,6.74,6.32,13.8,0.0,1.4,48.9,140.6,12.7,,1457,54.21,11.0,POINT (11 54.21)
10669,43863412,4,17.0,31.0,53.0,7.69,7.09,14.9,9.0,1.5,20.5,82.2,14.5,,1460,53.81,10.99,POINT (10.99 53.81)
10670,43863190,4,4.0,12.0,84.0,3.54,2.99,48.5,1.0,1.5,10.7,20.9,5.1,,2748,51.82,10.94,POINT (10.94 51.82)
10671,43862980,21,68.0,23.0,9.0,6.35,6.09,61.2,1.0,6.1,12.0,150.9,39.0,,1739,49.93,10.91,POINT (10.91 49.93)
10672,43862934,4,17.0,41.0,42.0,6.92,6.59,13.8,1.0,1.3,54.1,265.3,9.9,,1763,49.52,10.9,POINT (10.9 49.52)
10673,43862926,8,18.0,28.0,53.0,6.39,5.56,19.3,0.0,2.0,21.2,47.7,11.2,,1762,49.44,10.9,POINT (10.9 49.44)
10674,43862872,12,27.0,68.0,5.0,5.86,5.16,19.2,0.0,2.2,21.6,80.6,13.6,,2063,48.96,10.89,POINT (10.89 48.96)
10675,43862854,7,9.0,27.0,63.0,6.54,5.96,14.2,0.0,1.4,64.7,204.4,9.0,,1993,48.8,10.88,POINT (10.88 48.8)
10679,43843470,5,17.0,29.0,54.0,7.54,7.11,35.1,70.0,3.1,75.3,127.3,25.2,,40002,54.33,10.97,POINT (10.97 54.33)
10680,43843354,3,2.0,3.0,95.0,6.5,6.11,18.4,1.0,1.5,90.5,118.6,8.0,,1437,53.29,10.94,POINT (10.94 53.29)
10681,43843350,5,10.0,11.0,79.0,6.6,6.3,9.4,3.0,1.1,62.1,168.3,9.5,,40037,53.25,10.94,POINT (10.94 53.25)
10682,43843308,9,9.0,16.0,75.0,6.47,5.74,6.9,0.0,0.8,34.6,83.2,6.1,,2940,52.88,10.94,POINT (10.94 52.88)
10683,43843282,4,5.0,24.0,71.0,6.52,6.15,15.6,0.0,1.2,62.7,119.2,3.9,,1147,52.64,10.93,POINT (10.93 52.64)
10684,43843278,4,4.0,22.0,73.0,3.93,3.18,78.7,0.0,4.4,38.0,102.4,6.1,,1146,52.61,10.93,POINT (10.93 52.61)
10685,43843264,0,0.0,0.0,0.0,5.11,4.89,415.8,1.0,28.5,15.2,119.1,120.4,,2956,52.48,10.93,POINT (10.93 52.48)
10686,43843242,3,27.0,15.0,58.0,7.27,6.85,14.1,3.0,1.6,24.4,374.8,13.0,,1150,52.28,10.92,POINT (10.92 52.28)
10687,43843170,57,35.0,40.0,25.0,3.84,3.43,58.8,2.0,3.9,13.5,52.4,15.9,many stones,2732,51.64,10.91,POINT (10.91 51.64)
10688,43842966,6,15.0,37.0,48.0,6.38,5.97,9.5,0.0,1.0,19.6,179.3,9.7,,1753,49.8,10.88,POINT (10.88 49.8)
10689,43842900,8,10.0,26.0,64.0,5.36,4.61,9.4,1.0,0.8,95.6,116.5,2.9,,2057,49.21,10.86,POINT (10.86 49.21)
10690,43842840,47,20.0,44.0,37.0,8.08,7.43,40.3,275.0,1.9,59.6,162.5,18.7,,1995,48.67,10.86,POINT (10.86 48.67)
10691,43842814,4,11.0,24.0,65.0,6.5,6.15,10.5,1.0,1.3,59.9,198.2,7.6,,2378,48.44,10.85,POINT (10.85 48.44)
10694,43823412,9,9.0,19.0,72.0,6.55,5.86,15.2,1.0,1.5,37.2,105.0,10.9,,1447,53.81,10.93,POINT (10.93 53.81)
10695,43823178,8,19.0,58.0,23.0,5.42,4.46,37.7,1.0,2.8,14.4,61.2,10.4,,2752,51.71,10.88,POINT (10.88 51.71)
10696,43823106,5,20.0,72.0,8.0,7.69,7.32,40.1,26.0,3.0,25.5,777.9,31.4,,2278,51.06,10.87,POINT (10.87 51.06)
10697,43823034,11,15.0,34.0,51.0,6.34,5.7,28.3,0.0,2.4,76.8,270.9,11.1,,2287,50.41,10.86,POINT (10.86 50.41)
10698,43822998,5,23.0,39.0,38.0,7.38,6.78,14.6,1.0,1.6,24.4,247.1,15.4,,1756,50.09,10.85,POINT (10.85 50.09)
10699,43822836,13,45.0,33.0,22.0,7.5,7.12,66.5,98.0,6.3,54.0,192.7,54.2,,2376,48.63,10.83,POINT (10.83 48.63)
10700,43822800,20,33.0,42.0,24.0,7.32,6.86,24.6,11.0,2.5,45.9,155.1,26.5,,2126,48.31,10.82,POINT (10.82 48.31)
10703,43803288,3,6.0,54.0,40.0,4.44,3.74,17.6,1.0,1.0,0.0,50.7,4.9,,1148,52.7,10.87,POINT (10.87 52.7)
10704,43803270,14,3.0,11.0,85.0,6.22,5.81,15.3,0.0,1.3,61.2,100.8,5.8,,1145,52.54,10.87,POINT (10.87 52.54)
10705,43803230,6,11.0,88.0,1.0,4.13,3.78,21.9,0.0,1.3,0.0,33.4,3.5,,1169,52.18,10.86,POINT (10.86 52.18)
10706,43803148,11,13.0,42.0,44.0,6.12,5.47,29.7,4.0,1.2,0.0,84.4,8.6,,2759,51.44,10.85,POINT (10.85 51.44)
10707,43803090,21,40.0,51.0,10.0,7.47,7.07,42.4,46.0,3.9,57.7,664.5,32.8,,2281,50.92,10.84,POINT (10.84 50.92)
10708,43803086,8,62.0,35.0,3.0,6.51,6.12,47.7,2.0,4.0,0.0,343.1,38.6,,2282,50.88,10.84,POINT (10.84 50.88)
10709,43802888,12,43.0,30.0,27.0,7.41,6.97,26.8,4.0,2.4,34.3,346.0,21.5,,2058,49.1,10.81,POINT (10.81 49.1)
10710,43802784,10,21.0,72.0,7.0,6.61,6.1,9.2,2.0,1.1,30.0,157.4,8.9,,2127,48.17,10.79,POINT (10.79 48.17)
10711,43802766,7,34.0,49.0,16.0,6.24,6.03,121.2,1.0,12.2,33.5,86.8,62.0,,2166,48.0,10.79,POINT (10.79 48)
10712,43802748,3,17.0,61.0,22.0,6.84,6.37,53.5,3.0,5.7,13.5,166.6,32.5,,2159,47.84,10.79,POINT (10.79 47.84)
10713,43802726,12,29.0,41.0,30.0,6.35,5.93,37.5,10.0,3.9,0.0,85.4,20.8,,2156,47.64,10.78,POINT (10.78 47.64)
10719,43783298,7,13.0,25.0,62.0,5.37,5.0,71.8,0.0,6.7,69.9,511.1,12.1,,2938,52.79,10.84,POINT (10.84 52.79)
10720,43783262,10,2.0,10.0,87.0,4.69,4.22,25.0,1.0,1.5,60.1,44.2,1.0,,1143,52.46,10.84,POINT (10.84 52.46)
10721,43783136,3,29.0,69.0,2.0,4.59,3.89,17.3,1.0,1.4,0.0,150.2,15.7,,2758,51.33,10.82,POINT (10.82 51.33)
10722,43783100,4,33.0,63.0,4.0,7.44,7.02,17.8,5.0,2.1,20.2,402.0,21.7,,2277,51.01,10.81,POINT (10.81 51.01)
10723,43782956,3,24.0,47.0,29.0,6.71,5.74,11.0,0.0,1.2,16.1,246.6,11.7,,1754,49.71,10.79,POINT (10.79 49.71)
10724,43782884,17,30.0,53.0,17.0,5.9,5.04,16.7,1.0,1.9,15.6,146.0,14.2,,1999,49.07,10.78,POINT (10.78 49.07)
10725,43782758,8,30.0,34.0,36.0,6.3,5.82,43.3,2.0,4.4,43.1,319.3,23.3,,2163,47.93,10.76,POINT (10.76 47.93)
10728,43763306,10,4.0,13.0,82.0,4.89,4.75,12.0,0.0,1.0,95.3,67.9,2.7,,2939,52.86,10.82,POINT (10.82 52.86)
10729,43763252,7,5.0,39.0,55.0,4.87,4.38,31.3,2.0,1.5,0.0,38.7,5.7,,1144,52.37,10.81,POINT (10.81 52.37)
10730,43763216,15,17.0,21.0,63.0,7.2,6.83,53.6,17.0,4.2,35.4,269.9,22.3,,2745,52.05,10.8,POINT (10.8 52.05)
10731,43762988,4,11.0,21.0,69.0,5.9,5.15,13.9,0.0,1.5,10.4,62.3,8.1,,1757,50.0,10.77,POINT (10.77 50)
10732,43762910,8,18.0,36.0,46.0,6.68,6.26,34.6,1.0,3.5,45.7,106.0,21.9,,1617,49.3,10.76,POINT (10.76 49.3)
10733,43762730,4,27.0,56.0,17.0,7.12,6.72,55.8,14.0,5.7,21.8,119.8,31.7,,2154,47.68,10.73,POINT (10.73 47.68)
10738,43743460,6,17.0,31.0,52.0,7.41,6.89,13.3,4.0,1.5,42.9,161.2,12.4,,1452,54.24,10.81,POINT (10.81 54.24)
10739,43743280,2,1.0,7.0,92.0,3.76,2.88,32.0,1.0,1.1,0.0,33.7,8.0,,1149,52.63,10.78,POINT (10.78 52.63)
10740,43743244,5,16.0,24.0,59.0,4.88,4.27,30.2,1.0,1.9,10.1,118.0,8.8,,1151,52.3,10.78,POINT (10.78 52.3)
10741,43743118,3,22.0,66.0,12.0,7.72,7.28,14.6,113.0,1.4,38.3,335.7,16.5,,2500,51.17,10.76,POINT (10.76 51.17)
10742,43742926,13,25.0,25.0,51.0,6.91,6.6,38.1,3.0,3.7,24.1,148.7,24.5,,1616,49.44,10.73,POINT (10.73 49.44)
10743,43742920,3,9.0,24.0,67.0,7.14,6.53,13.6,2.0,1.7,63.8,388.3,9.4,,1615,49.39,10.73,POINT (10.73 49.39)
10744,43742902,7,11.0,26.0,63.0,7.49,6.97,6.0,12.0,0.7,60.5,198.0,9.0,,2056,49.23,10.73,POINT (10.73 49.23)
10745,43742884,6,41.0,48.0,11.0,6.5,6.0,30.8,0.0,2.9,0.0,156.4,24.9,,2053,49.07,10.73,POINT (10.73 49.07)
10746,43742782,7,31.0,33.0,36.0,7.1,6.85,68.3,40.0,6.5,40.2,211.9,37.1,,2128,48.15,10.71,POINT (10.71 48.15)
10747,43742746,29,28.0,44.0,28.0,7.04,6.88,69.4,48.0,6.5,67.5,217.0,33.1,,2160,47.83,10.71,POINT (10.71 47.83)
10752,43723450,9,14.0,29.0,57.0,6.3,5.63,15.9,0.0,1.7,58.6,218.2,10.0,,1458,54.15,10.78,POINT (10.78 54.15)
